month,EURUSD,USDJPY,USDCHF,GBPUSD,USDDKK,EUR3M,JPY3M,CHF3M,GBP3M,DKK3M,EUR12M,JPY12M,CHF12M,DKK12M,EUBS3,EUBS5,JYBS3,JYBS5,SFBS3,SFBS5,BPBS3,BPBS5,DKBS3,DKBS5,USSO3,EUSWEC,JYSO3S,NDDUWI,LGTRTRUU,EURUSD basis swap 3m,EURUSD basis swap 5,USD OIS 3m,EUR OIS 3m
2025-09-30,1.1734,147.9,0.7964,1.3446,6.3617,62.05,-140.95,-87.5,0.5,-391.93,206.5,-451.7,-301.0,-1311.57,,,,,,,,,,,,,1.12,13776.274,209.3003,-3.875,-4.625,3.96965,1.9278
2025-10-31,1.1537,153.99,0.8046,1.3152,6.4728,58.29,-139.48,-85.08,-0.11,-383.25,200.4,-465.51,-303.2,-1313.0,,,,,,,,,,,,,1.09,14052.148,208.145,-2.75,-3.0,3.88755,1.9275
2025-11-30,1.1598,156.18,0.804,1.3235,6.4392,53.99,-132.32,-80.9,-0.74,-359.23,188.7,-455.87,-294.9,-1235.05,,,,,,,,,,,,,1.16,14091.842,208.1305,-2.375,-3.875,3.77852,1.927
2025-12-31,1.1746,156.71,0.7926,1.3475,6.3591,50.56,-121.9,-76.22,-3.43,-337.63,173.3,-427.76,-279.4,-1126.59,,,,,,,,,,,,,1.37,14205.752,208.3793,1.75,-2.75,3.6517,1.9345
2026-01-31,1.1851,154.78,0.773,1.3686,6.3026,50.09,-121.6,-74.1,-1.8,-321.83,182.55,-410.51,-281.9,-1148.48,,,,,,,,,,,,,1.44,14523.663,210.1951,3.125,-1.0,3.66003,1.92915
2026-02-28,1.1812,156.05,0.7693,1.3482,6.3251,51.65,-119.9,-75.71,4.22,-328.39,179.63,-403.36,-277.5,-1140.0,,,,,,,,,,,,,1.4,14630.05,212.6656,0.375,-2.0,3.6544,1.92945
2026-03-31,1.1553,158.72,0.7995,1.3227,6.4667,47.43,-120.24,-78.93,-4.18,-320.33,151.26,-448.65,-298.67,-1034.79,,,,,,,,,,,,,1.59,13698.189,205.3992,-1.5,-6.125,3.6768,2.0627
2026-04-30,1.1731,156.59,0.7814,1.3604,6.3703,47.3,-118.85,-76.68,-4.71,-312.83,146.77,-440.6,-290.48,-974.18,,,,,,,,,,,,,1.62,15012.098,207.9664,-0.25,-3.5,3.65675,2.075
2026-05-31,1.1659,159.27,0.781,1.3456,6.409,44.64,-117.72,-76.54,-2.98,-307.87,166.76,-456.51,-301.2,-1124.64,,,,,,,,,,,,,1.63,15695.465,208.2543,-0.625,-2.375,3.65465,2.153
2026-06-30,1.1422,162.55,0.8084,1.3262,6.5441,43.94,-120.36,-81.42,0.18,-316.9,187.02,-485.6,-329.83,-1274.55,,,,,,,,,,,,,1.67,15582.843,206.4442,-0.25,-2.875,3.74377,2.2272
2026-07-31,1.1527,157.4,0.8075,1.3483,6.4861,42.06,-115.14,-81.31,0.46,-304.34,170.5,-458.3,-330.4,-1173.0,,,,,,,,,,,,,1.83,15662.811,205.8643,1.125,-2.875,3.76475,2.31225
2026-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125,-2.375,3.82607,2.4197
