month,GPR,GPRT,GPRA,GPRC_USA
2018-02-28,64.49137115478516,74.68311309814453,52.002201080322266,1.5902538299560547
2018-03-31,111.96229553222656,146.9270782470703,64.55758666992188,2.749058246612549
2018-04-30,123.26347351074219,146.39566040039062,94.30585479736328,3.360255718231201
2018-05-31,125.66661834716797,172.21670532226562,63.21790313720703,3.3196067810058594
2018-06-30,103.96858978271484,137.0244598388672,56.64043426513672,2.622774839401245
2018-07-31,110.02842712402344,129.1023406982422,84.4084701538086,2.685394763946533
2018-08-31,112.74168395996094,145.11407470703125,68.57559204101562,2.8082590103149414
2018-09-30,75.05390930175781,88.62364196777344,51.163917541503906,1.8185635805130005
2018-10-31,92.0164794921875,115.21215057373047,61.150474548339844,2.389190912246704
2018-11-30,80.40758514404297,105.16685485839844,47.40216827392578,1.9454922676086426
2018-12-31,90.607666015625,106.06269836425781,66.24092864990234,2.234217405319214
2019-01-31,87.42410278320312,112.98045349121094,55.7335090637207,2.2481937408447266
2019-02-28,96.80016326904297,127.857421875,57.51169967651367,2.431309700012207
2019-03-31,82.32829284667969,90.78959655761719,66.64120483398438,1.8770334720611572
2019-04-30,79.25344848632812,95.45539855957031,57.51552963256836,1.9384009838104248
2019-05-31,106.4719009399414,134.97251892089844,64.66343688964844,2.7765839099884033
2019-06-30,106.58845520019531,142.6534881591797,53.42063903808594,2.8691000938415527
2019-07-31,93.52125549316406,126.93077850341797,47.41885757446289,2.3758959770202637
2019-08-31,103.4044189453125,124.72541809082031,70.09744262695312,2.747544527053833
2019-09-30,90.36798858642578,110.8709487915039,67.81023406982422,2.3340272903442383
2019-10-31,97.83673095703125,121.31104278564453,69.96658325195312,2.4678382873535156
2019-11-30,73.07838439941406,84.5873031616211,53.03253173828125,1.7385563850402832
2019-12-31,74.27989196777344,80.11077117919922,63.33135223388672,1.7231336832046509
2020-01-31,138.4209442138672,190.8443603515625,81.65093994140625,3.6223251819610596
2020-02-29,75.95555877685547,87.1624526977539,56.68605041503906,1.5158270597457886
2020-03-31,81.54003143310547,97.09007263183594,62.90298843383789,1.7102787494659424
2020-04-30,69.33940124511719,81.76082611083984,47.59123229980469,1.531962275505066
2020-05-31,68.50721740722656,83.35546112060547,42.29555892944336,1.7078226804733276
2020-06-30,71.22785949707031,85.86660766601562,49.760887145996094,1.651901125907898
2020-07-31,66.47328186035156,88.73797607421875,36.25208282470703,1.5392231941223145
2020-08-31,65.46604919433594,90.00911712646484,28.454627990722656,1.455986499786377
2020-09-30,80.37738037109375,101.25764465332031,49.51808166503906,1.6983330249786377
2020-10-31,76.08316802978516,97.65258026123047,42.68144226074219,1.6619564294815063
2020-11-30,70.06746673583984,79.03644561767578,62.31394577026367,1.3123480081558228
2020-12-31,64.06729125976562,86.81527709960938,31.744428634643555,1.4353163242340088
2021-01-31,77.418701171875,98.47562408447266,48.2874870300293,1.9018974304199219
2021-02-28,73.95680236816406,94.48355865478516,46.326778411865234,1.5754880905151367
2021-03-31,78.61876678466797,100.85202026367188,49.41804122924805,1.759825348854065
2021-04-30,88.16622161865234,109.58695983886719,67.87379455566406,1.9786767959594727
2021-05-31,93.00713348388672,120.7828369140625,52.62611389160156,2.0172648429870605
2021-06-30,74.12712097167969,92.54654693603516,46.34864044189453,1.698848843574524
2021-07-31,58.42076873779297,64.03631591796875,50.7158317565918,1.2503361701965332
2021-08-31,89.4865493774414,103.20159149169922,76.48285675048828,2.1482017040252686
2021-09-30,80.69696807861328,92.04731750488281,67.94027709960938,1.9194756746292114
2021-10-31,79.02923583984375,93.80802917480469,61.149112701416016,1.6444863080978394
2021-11-30,86.56914520263672,121.5009536743164,39.74269104003906,1.8621180057525635
2021-12-31,105.34542083740234,155.3102569580078,47.65493392944336,2.478400468826294
2022-01-31,138.67498779296875,199.48751831054688,63.251529693603516,3.3158812522888184
2022-02-28,216.1590118408203,320.6058654785156,105.21830749511719,4.87768030166626
2022-03-31,318.9549255371094,403.713623046875,250.9558563232422,6.899374008178711
2022-04-30,191.14309692382812,221.91055297851562,184.41781616210938,3.965939521789551
2022-05-31,142.25848388671875,166.424560546875,140.13734436035156,3.1463980674743652
2022-06-30,130.7073211669922,160.72695922851562,114.81468963623047,2.878502368927002
2022-07-31,117.17676544189453,141.24293518066406,97.83872985839844,2.5851051807403564
2022-08-31,132.86322021484375,159.38302612304688,111.15857696533203,3.132401704788208
2022-09-30,131.98587036132812,170.31179809570312,108.6280746459961,2.927834987640381
2022-10-31,143.16241455078125,185.2843017578125,112.6750259399414,3.402249336242676
2022-11-30,116.7162857055664,143.0465545654297,98.68260955810547,2.6968469619750977
2022-12-31,111.19593811035156,119.1385269165039,109.772216796875,2.5540883541107178
2023-01-31,104.26704406738281,113.02135467529297,94.62993621826172,2.4071266651153564
2023-02-28,120.99437713623047,147.05015563964844,103.02875518798828,2.9753167629241943
2023-03-31,105.37997436523438,125.08584594726562,86.75404357910156,2.6241302490234375
2023-04-30,106.80965423583984,118.16682434082031,93.2484130859375,2.4448766708374023
2023-05-31,108.46768188476562,122.47150421142578,92.75943756103516,2.508178949356079
2023-06-30,110.52894592285156,129.40652465820312,95.2789077758789,2.4588658809661865
2023-07-31,107.44878387451172,123.80915069580078,91.76800537109375,2.4838550090789795
2023-08-31,101.14118194580078,117.60943603515625,83.60504913330078,2.1599321365356445
2023-09-30,98.63481140136719,125.65179443359375,68.4659194946289,2.2203400135040283
2023-10-31,197.8870086669922,205.04005432128906,221.80393981933594,4.424673080444336
2023-11-30,156.69613647460938,143.49435424804688,189.5543975830078,3.72989559173584
2023-12-31,142.2794647216797,136.1783905029297,173.96380615234375,3.424304723739624
2024-01-31,160.3736572265625,140.83609008789062,208.4711456298828,3.851935386657715
2024-02-29,146.59817504882812,140.2446746826172,171.18118286132812,3.395930051803589
2024-03-31,133.21316528320312,121.53968048095703,151.81399536132812,2.9444308280944824
2024-04-30,163.9473419189453,170.697998046875,165.99069213867188,4.018733024597168
2024-05-31,130.52186584472656,131.44712829589844,133.154296875,3.1074137687683105
2024-06-30,113.0927963256836,125.71302795410156,109.73841094970703,2.6883084774017334
2024-07-31,92.3948745727539,95.1602783203125,95.11029815673828,2.0938539505004883
2024-08-31,140.97506713867188,124.80498504638672,165.17947387695312,3.2092669010162354
2024-09-30,130.35877990722656,134.03704833984375,135.5546112060547,2.9731311798095703
2024-10-31,130.689208984375,128.40969848632812,142.81838989257812,3.0295536518096924
2024-11-30,128.90164184570312,139.14866638183594,127.42887115478516,3.167306900024414
2024-12-31,142.36643981933594,128.26246643066406,164.81373596191406,3.2895195484161377
2025-01-31,113.233154296875,117.08644104003906,109.50493621826172,2.745809316635132
2025-02-28,136.9805908203125,138.7676544189453,140.7871551513672,3.5360679626464844
2025-03-31,175.901123046875,195.67752075195312,159.82244873046875,4.505305767059326
2025-04-30,141.1845245361328,159.26712036132812,132.4676055908203,3.5187768936157227
2025-05-31,167.42288208007812,206.15826416015625,149.22117614746094,4.143743515014648
2025-06-30,222.58563232421875,288.1604919433594,183.72996520996094,5.662957668304443
2025-07-31,134.64071655273438,156.7975311279297,119.74867248535156,3.1812145709991455
2025-08-31,138.98846435546875,160.41519165039062,121.7310562133789,3.4015345573425293
2025-09-30,125.86952209472656,141.8061065673828,114.78914642333984,3.109079122543335
2025-10-31,153.4799346923828,166.6230010986328,151.14178466796875,3.7277958393096924
2025-11-30,103.939208984375,118.0085678100586,88.70289611816406,2.646134614944458
2025-12-31,132.48622131347656,146.3589324951172,123.53462219238281,3.245901584625244
2026-01-31,168.62986755371094,220.17141723632812,100.22209930419922,4.566380500793457
2026-02-28,119.86540985107422,156.00601196289062,81.2406234741211,3.0740814208984375
2026-03-31,330.17681884765625,319.2039794921875,450.3603515625,8.682634353637695
2026-04-30,250.28366088867188,268.60107421875,305.9411926269531,6.652214527130127
2026-05-31,203.5819854736328,233.49290466308594,215.2461395263672,5.3040666580200195
2026-06-30,179.9416961669922,214.94244384765625,184.83316040039062,4.604729652404785
2026-07-31,167.53224182128906,190.89479064941406,180.69992065429688,4.2232184410095215
2026-08-31,117.9188461303711,130.72189331054688,120.34859466552734,3.0992181301116943
