month,EURUSD,USDJPY,USDCHF,GBPUSD,USDDKK,EUR3M,JPY3M,CHF3M,GBP3M,DKK3M,EUR12M,JPY12M,CHF12M,DKK12M,EUBS3,EUBS5,JYBS3,JYBS5,SFBS3,SFBS5,BPBS3,BPBS5,DKBS3,DKBS5,USSO3,EUSWEC,JYSO3S,NDDUWI,LGTRTRUU,GPR,GPRT,GPRA,TPU,VIXCLS,DTWEXBGS,vwretd,sprtrn,bond_ret,us_rf,ALL_eksp_total,ALL_afd_total,ALL_afd_dkk,ALL_afd_eur,ALL_afd_usd,ALL_afd_ovr,ALL_uafd_total,EUR_eksp_total,EUR_afd_total,EUR_afd_dkk,EUR_afd_eur,EUR_afd_usd,EUR_afd_ovr,EUR_uafd_total,USD_eksp_total,USD_afd_total,USD_afd_dkk,USD_afd_eur,USD_afd_usd,USD_afd_ovr,USD_uafd_total,USD_hedge_ratio,EUR_hedge_ratio,ALL_hedge_ratio
2022-11-30,1.0406,138.07,0.9457,1.2058,7.1469,71.93,-165.35,-102.98,32.05,-547.0,257.99,-697.13,-385.16,-2000.12,,,,,,,,,,,,,0.25,8340.036,192.8156,116.7162857055664,143.0465545654297,98.68260955810548,49.3046776232616,23.29909090909091,124.85272,0.052354,0.053753,0.032023204882103,4.2244956121852,3242.94,1731.65,979.49,711.06,18.22,22.88,1511.29,1524.29,617.44,609.6,0.0,0.00,7.84,906.84,1268.14,887.66,320.09,552.53,0.0,15.04,380.47,0.6999700348541958,0.4050672772241503,0.533975343361271
2022-12-31,1.0705,131.12,0.9245,1.2083,6.9473,67.09,-161.37,-90.35,26.91,-483.58,216.68,-663.4,-335.67,-1589.77,,,,,,,,,,,,,0.43,7985.857,194.1942,111.19593811035156,119.1385269165039,109.772216796875,48.7704354993817,21.78428571428572,122.23432857142858,-0.05712,-0.058972,-0.013145208668742,4.3525790015011,3135.86,1756.92,985.67,730.59,16.48,24.18,1378.94,1493.99,621.12,611.84,0.0,0.00,9.28,872.88,1197.87,907.03,322.62,569.51,0.0,14.9,290.83,0.7572023675357092,0.4157457546569924,0.5602673588744396
2023-01-31,1.0863,130.09,0.9162,1.232,6.8477,59.48,-159.83,-86.18,23.45,-421.0,203.05,-659.19,-331.85,-1463.32,,,,,,,,,,,,,0.33,8550.905,200.1751,104.2670440673828,113.02135467529295,94.62993621826172,52.7380436353128,20.16904761904762,119.810065,0.071823,0.061753,0.027446472688157,4.6553142817458,3311.35,1810.21,999.14,765.69,21.04,24.34,1501.14,1573.97,619.3,609.92,0.0,0.00,9.38,954.68,1244.19,947.47,331.64,600.87,0.0,14.96,296.72,0.7615155241562783,0.3934636619503548,0.5466682772887191
2023-02-28,1.0576,136.17,0.9422,1.2022,7.0381,56.27,-179.16,-92.23,21.58,-438.96,208.5,-751.84,-361.49,-1619.19,,,,,,,,,,,,,0.32,8345.354,193.0421,120.99437713623048,147.05015563964844,103.02875518798828,43.6817472698908,20.1205,120.30837368421054,-0.024666,-0.026113,-0.027380514264635,4.7630298736032,3297.07,1793.22,980.62,769.42,18.77,24.4,1503.84,1567.31,619.49,610.62,0.0,0.00,8.88,947.82,1246.39,931.79,314.01,602.26,0.0,15.53,314.6,0.7475910429319875,0.3952568413396201,0.5438829020918573
2023-03-31,1.0839,132.86,0.9153,1.2337,6.8715,56.03,-177.84,-89.75,21.87,-415.38,174.4,-671.6,-287.51,-1329.95,,,,,,,,,,,,,0.23,8603.223,200.1739,105.37997436523438,125.08584594726562,86.75404357910156,65.4413812308549,21.64434782608696,120.74501304347824,0.02395,0.035052,0.035105026585937,4.7370720578091,3305.13,1783.24,975.74,767.63,17.21,22.66,1521.89,1582.88,623.61,614.98,0.0,0.00,8.62,959.27,1238.86,924.66,307.34,603.28,0.0,14.04,314.2,0.7463797362090955,0.3939717477003942,0.5395370227494833
2023-04-30,1.1019,136.3,0.8946,1.2567,6.765,55.73,-188.77,-91.16,21.7,-407.05,171.32,-704.9,-298.33,-1295.34,,,,,,,,,,,,,0.18,8754.033,200.302,106.80965423583984,118.16682434082033,93.2484130859375,33.8933097553787,17.817894736842106,119.245145,0.008976,0.014642,0.0074116898990313,5.0397963088518,3300.11,1781.7,982.29,759.02,18.58,21.81,1518.41,1587.64,631.88,622.91,0.0,0.00,8.97,955.76,1232.46,918.06,306.72,598.5,0.0,12.84,314.4,0.7449004430164061,0.3979995464966869,0.539891094539273
2023-05-31,1.0689,139.34,0.9107,1.2441,6.9671,57.07,-205.18,-95.74,19.93,-439.14,193.87,-759.97,-332.82,-1479.37,,,,,,,,,,,,,0.19,8666.638,195.9056,108.46768188476562,122.47150421142578,92.75943756103516,59.6559378468368,17.63608695652174,119.62925454545456,0.000709,0.002482,-0.012323136728604,5.2605682918059,3330.21,1783.67,978.44,765.26,19.87,20.1,1546.54,1588.86,643.87,635.94,0.0,0.00,7.93,944.99,1270.82,905.8,292.68,600.96,0.0,12.17,365.02,0.7127681339607498,0.4052402351371423,0.5356028598797073
2023-06-30,1.0909,144.31,0.8956,1.2703,6.8243,50.26,-205.19,-86.27,2.24,-387.0,195.24,-819.54,-330.96,-1469.4,,,,,,,,,,,,,0.18,9190.777,195.2959,110.52894592285156,129.40652465820312,95.2789077758789,52.330449344125,14.003181818181815,119.29695238095238,0.066183,0.064728,-0.013959587051584,5.2528649201559,3359.13,1799.02,988.1,771.27,18.55,21.09,1560.12,1599.59,644.34,635.41,0.0,0.00,8.93,955.25,1286.36,920.63,302.5,605.97,0.0,12.16,365.73,0.7156861220809105,0.4028157215286417,0.5355612911676535
2023-07-31,1.0997,142.29,0.8719,1.2835,6.7767,49.49,-203.45,-85.19,2.57,-369.18,199.4,-797.61,-325.72,-1453.26,,,,,,,,,,,,,0.24,9499.521,196.4724,107.44878387451172,123.80915069580078,91.76800537109376,63.2955414898796,13.932380952380951,118.049165,0.035618,0.031139,-0.0015049965237669,5.356378018115,3433.48,1843.47,1007.76,798.09,17.27,20.35,1590.01,1635.09,652.71,643.75,0.0,0.00,8.96,982.39,1311.3,959.36,313.86,634.11,0.0,11.39,351.94,0.7316098528178144,0.3991890354659377,0.5369100737444226
2023-08-31,1.0843,145.54,0.8834,1.2673,6.873,47.77,-210.0,-85.72,1.85,-361.89,200.36,-818.05,-335.25,-1491.5,,,,,,,,,,,,,0.3,9272.618,193.2694,101.14118194580078,117.60943603515624,83.60504913330078,59.9659284497444,15.85391304347826,119.85634782608696,-0.020608,-0.017716,-0.0036396224738273,5.415069918861,3402.82,1828.9,995.87,795.75,19.22,18.07,1573.91,1622.4,645.09,638.2,0.0,0.00,6.89,977.31,1311.24,949.33,305.44,632.71,0.0,11.18,361.91,0.7239940819377079,0.3976146449704142,0.5374659840955442
2023-09-30,1.0573,149.37,0.9153,1.2199,7.0528,48.46,-230.59,-96.2,8.87,-390.34,184.15,-847.72,-354.45,-1463.07,,,,,,,,,,,,,0.39,8872.612,187.1461,98.6348114013672,125.65179443359376,68.4659194946289,63.6042402826855,15.173333333333332,121.64553,-0.047391,-0.048719,-0.020460951934294,5.4172352594707,3363.49,1830.5,979.1,814.29,19.74,17.37,1532.99,1600.7,654.03,646.67,0.0,0.00,7.36,946.67,1304.94,940.9,283.74,647.15,0.0,10.01,364.03,0.7210293193556792,0.4085899918785531,0.5442263839048131
2023-10-31,1.0575,151.68,0.9104,1.2153,7.0579,46.19,-229.51,-94.43,9.03,-368.77,193.87,-859.4,-363.28,-1498.19,,,,,,,,,,,,,0.49,8615.166,184.841,197.8870086669922,205.04005432128903,221.80393981933597,44.4594139440889,18.887727272727272,123.4971476190476,-0.028865,-0.02198,-0.013989165303888,5.4561788173545,3318.1,1840.46,998.67,806.99,17.51,17.28,1477.64,1590.69,688.01,680.12,0.0,0.00,7.89,902.68,1284.65,920.27,270.95,639.93,0.0,9.39,364.38,0.7163585412369127,0.4325229931664874,0.5546728549471083
2023-11-30,1.0888,148.2,0.8752,1.2624,6.847,43.26,-213.6,-86.24,8.19,-334.23,177.9,-782.64,-322.99,-1325.0,,,,,,,,,,,,,0.37,9422.856,193.9728,156.69613647460938,143.49435424804688,189.5543975830078,40.9482758620689,14.01909090909091,121.22212,0.092053,0.089179,0.03910627900947,5.3431394831415,3461.23,1891.84,1007.11,850.03,16.67,18.03,1569.39,1660.57,681.8,675.06,0.0,0.00,6.75,978.77,1339.77,974.67,283.77,679.61,0.0,11.28,365.1,0.7274905394209453,0.4105819086217383,0.5465802619300075
2023-12-31,1.1039,141.04,0.8414,1.2731,6.7535,40.57,-199.21,-78.54,5.51,-313.98,178.14,-705.19,-288.47,-1318.8,,,,,,,,,,,,,0.35,9885.464,202.3103,142.2794647216797,136.1783905029297,173.96380615234375,65.3073071620346,12.7185,119.83314,0.053604,0.044229,0.030553210318858,5.2965192943417,3593.14,1889.22,986.0,869.89,13.55,19.78,1703.92,1746.1,662.63,655.47,0.0,0.00,7.16,1083.47,1368.34,996.94,284.2,700.11,0.0,12.62,371.41,0.7285762310536855,0.3794914380619666,0.5257852463305076
2024-01-31,1.0818,146.92,0.8614,1.2688,6.8909,41.61,-205.46,-83.23,8.02,-324.83,174.5,-725.03,-302.5,-1319.75,,,,,,,,,,,,,0.38,10004.09,198.5344,160.3736572265625,140.83609008789062,208.4711456298828,69.6039035591274,13.388636363636364,120.22735714285714,0.00756,0.015896,0.0039264200613528,5.3067915947325,3632.38,1893.77,995.43,858.85,20.19,19.31,1738.6,1732.96,667.93,654.39,0.0,0.00,13.54,1065.03,1414.73,983.77,294.86,683.15,0.0,5.76,430.96,0.6953765029369562,0.3854272458683408,0.5213578975767954
2024-02-29,1.0805,149.98,0.8845,1.2625,6.8984,40.57,-211.5,-87.28,6.52,-326.26,175.14,-766.7,-339.47,-1339.2,,,,,,,,,,,,,0.41,10428.244,195.9522,146.59817504882812,140.2446746826172,171.18118286132812,62.5763125763125,13.980476190476187,121.06594,0.050583,0.051721,-0.01967901254863,5.3354334157743,3690.28,1924.11,1011.14,870.14,22.5,20.33,1766.17,1742.47,679.26,668.31,0.0,0.00,10.95,1063.21,1459.01,999.08,296.33,693.36,0.0,9.38,459.94,0.684765697287887,0.3898259367449654,0.5213994602035618
2024-03-31,1.079,151.35,0.9014,1.2623,6.9116,40.32,-207.75,-90.47,6.03,-320.77,182.84,-761.79,-352.46,-1383.6,,,,,,,,,,,,,0.42,10763.354,196.4636,133.21316528320312,121.53968048095705,151.81399536132812,82.1898725360451,13.7875,120.65883333333332,0.03245,0.031019,0.0064131752526986,5.3251588895824,3769.27,1932.85,1002.26,881.72,29.97,18.9,1836.42,1764.31,676.23,664.31,0.0,0.00,11.92,1088.07,1509.45,997.3,291.11,699.21,0.0,6.98,512.15,0.660704230017556,0.3832829831492198,0.5127916015568001
2024-04-30,1.0666,157.8,0.9194,1.2492,6.9931,43.68,-217.85,-97.85,6.51,-345.47,195.09,-820.65,-381.87,-1483.32,,,,,,,,,,,,,0.53,10363.552,190.9873,163.9473419189453,170.697998046875,165.99069213867188,90.9742120343839,16.137727272727275,122.14281363636364,-0.042724,-0.041615,-0.024216583431792,5.3791030885599,3718.17,1954.93,1018.39,881.78,36.18,18.59,1763.24,1737.63,693.42,681.59,0.0,0.00,11.82,1044.21,1494.24,999.09,286.18,706.14,0.0,6.76,495.15,0.6686275297141022,0.3990607896963104,0.5257774657963461
2024-05-31,1.0848,157.31,0.9023,1.2742,6.8762,45.54,-215.7,-93.88,6.14,-357.53,187.71,-790.43,-353.73,-1416.6,,,,,,,,,,,,,0.62,10826.306,192.7576,130.52186584472656,131.44712829589844,133.154296875,94.4772490448072,13.058695652173911,121.8583409090909,0.046552,0.048021,0.015081633036423,5.355588575078,3750.84,1956.47,1014.61,889.68,31.25,20.92,1794.37,1745.33,684.02,671.72,0.0,0.00,12.30,1061.31,1502.18,1006.73,293.07,705.03,0.0,8.62,495.45,0.67017933936013,0.3919144230603955,0.5216084930308944
2024-06-30,1.0713,160.88,0.8988,1.2645,6.9607,47.26,-221.93,-98.18,8.51,-372.78,193.07,-803.45,-370.3,-1462.0,,,,,,,,,,,,,0.59,11046.598,192.4899,113.0927963256836,125.71302795410156,109.73841094970705,89.0557150217119,12.667,123.7094789473684,0.026073,0.03467,0.010629037090791,5.3247687465143,3820.89,1970.08,1010.69,901.92,36.73,20.73,1850.81,1768.99,679.57,666.21,0.0,0.00,13.36,1089.42,1539.81,1016.3,293.08,715.85,0.0,7.37,523.51,0.6600164955416578,0.3841570613740044,0.5156076202141386
2024-07-31,1.0826,149.98,0.878,1.2856,6.8932,47.92,-205.46,-94.77,8.82,-371.99,180.6,-675.3,-336.81,-1358.54,,,,,,,,,,,,,0.66,11241.266,198.6166,92.3948745727539,95.1602783203125,95.11029815673828,101.36624063464,14.373913043478264,123.38243636363636,0.019877,0.011321,0.028862026099522,5.2400262925584,3866.32,1980.78,1015.98,908.17,33.87,22.76,1885.54,1788.94,685.21,671.44,0.0,0.00,13.77,1103.73,1552.15,1015.79,291.18,715.62,0.0,8.99,536.36,0.6544406146313178,0.3830257023712366,0.5123166214902025
2024-08-31,1.1048,146.17,0.8496,1.3127,6.7525,44.63,-183.71,-89.64,6.57,-339.41,156.15,-604.52,-306.97,-1178.0,,,,,,,,,,,,,0.57,11538.378,203.8245,140.97506713867188,124.80498504638672,165.17947387695312,98.1404958677685,19.312272727272727,122.61374090909092,0.02157,0.022835,0.01253583203363,5.0735151772961,3876.63,1968.63,1010.2,907.27,23.15,28.01,1908.0,1790.48,675.54,660.74,0.0,0.00,14.80,1114.94,1544.12,1025.28,297.86,714.22,0.0,13.21,518.83,0.6639898453488071,0.3772954738394173,0.5078199363880483
2024-09-30,1.1135,143.63,0.8456,1.3375,6.6947,41.94,-182.45,-86.36,-3.38,-318.38,156.85,-543.46,-286.35,-1160.92,,,,,,,,,,,,,0.58,11749.691,207.5101,130.35877990722656,134.03704833984375,135.5546112060547,128.640601286406,17.663333333333334,121.884855,0.02097,0.020197,0.011598114127773,4.5433993547676,3925.68,1991.67,1011.78,927.73,28.15,24.02,1934.01,1815.22,664.86,654.97,0.0,0.00,9.88,1150.36,1560.44,1053.79,302.54,737.12,0.0,14.13,506.65,0.6753159365307221,0.3662696532651689,0.5073439506021887
2024-10-31,1.0884,152.03,0.8641,1.2899,6.8532,43.69,-182.8,-88.93,-3.67,-341.21,195.79,-613.9,-331.04,-1435.78,,,,,,,,,,,,,0.63,11516.614,199.4622,130.689208984375,128.40969848632812,142.81838989257812,147.926889979375,19.960869565217397,123.5952909090909,-0.008299,-0.009897,-0.028498467694144,4.4711093164381,3966.36,2009.88,1010.98,943.44,35.66,19.8,1956.49,1824.86,665.36,656.01,0.0,0.00,9.35,1159.5,1597.81,1071.82,308.25,753.13,0.0,10.45,525.99,0.6708056652543168,0.3646087919073244,0.5067316128641879
2024-11-30,1.0577,149.77,0.881,1.2735,7.0512,44.15,-167.31,-90.59,-3.2,-361.0,226.49,-588.9,-359.25,-1700.0,,,,,,,,,,,,,0.77,12045.072,200.0637,128.90164184570312,139.14866638183594,127.42887115478516,373.312152501985,16.015238095238097,126.31133684210526,0.064859,0.057301,0.0093499085087411,4.3094958417256,4169.97,2063.54,1042.75,955.91,47.43,17.45,2106.43,1897.83,697.93,688.67,0.0,0.00,9.26,1199.9,1721.92,1080.21,308.36,763.65,0.0,8.19,641.71,0.6273287957628694,0.3677515899738122,0.4948572771506749
2024-12-31,1.0354,157.2,0.9074,1.2516,7.2029,42.4,-164.94,-92.48,-8.59,-367.28,213.3,-613.08,-377.71,-1704.97,,,,,,,,,,,,,0.77,11731.17,195.0714,142.36643981933594,128.26246643066406,164.81373596191406,247.675599656223,15.866190476190477,127.57578095238097,-0.031581,-0.02499,-0.016905723244146,4.1428554868368,4126.08,2082.67,1057.16,961.86,48.1,15.54,2043.41,1870.0,723.34,714.97,0.0,..,..,1146.66,1707.68,1069.59,297.78,763.85,0.0,7.96,638.09,0.6263410006558605,0.3868128342245989,0.5047575422677214
2025-01-31,1.0362,155.19,0.9109,1.2395,7.2007,46.54,-161.3,-93.51,-3.49,-388.49,211.91,-587.2,-371.3,-1676.48,,,,,,,,,,,,,0.88,12145.147,196.1961,113.233154296875,117.08644104003906,109.50493621826172,360.891445003594,16.763636363636365,128.83695238095237,0.032292,0.027016,0.0063707249589081,4.1231889925389,4153.0,2080.47,1070.89,951.11,41.03,17.43,2072.53,1866.15,725.72,717.53,0.0,0.00,8.19,1140.42,1729.48,1067.98,307.5,751.24,0.0,9.24,661.49,0.617515091241298,0.3888862095758647,0.500955935468336
2025-02-28,1.0375,150.63,0.9031,1.2577,7.1874,51.21,-155.55,-96.18,-2.15,-407.01,209.85,-547.0,-360.78,-1637.66,,,,,,,,,,,,,0.95,12057.736,198.9128,136.9805908203125,138.7676544189453,140.7871551513672,469.771571555412,16.968,127.87583157894736,-0.017566,-0.014242,0.023135563532662,4.1349467271332,4158.09,2062.57,1054.74,943.13,41.11,23.59,2095.52,1883.02,707.93,694.87,0.0,0.00,13.05,1175.09,1700.09,1063.78,309.99,743.26,0.0,10.53,636.32,0.6257198148333324,0.3759545835944387,0.4960378442987044
2025-03-31,1.0816,149.96,0.8843,1.2918,6.8977,55.52,-151.14,-94.46,-1.01,-409.0,213.3,-530.03,-347.15,-1578.54,,,,,,,,,,,,,1.01,11520.919,200.1257,175.901123046875,195.67752075195312,159.82244873046875,603.077776237349,21.841428571428573,126.24304285714284,-0.055123,-0.057545,0.0052105142933843,4.2168274280869,4005.78,2075.24,1070.12,954.39,31.36,19.37,1930.54,1869.47,731.87,723.88,0.0,0.00,7.99,1137.6,1572.88,1066.85,299.1,756.38,0.0,11.38,506.03,0.678278063170744,0.3914852872739332,0.5180614012751573
2025-04-30,1.1328,143.07,0.8258,1.3329,6.59,65.17,-148.38,-91.85,4.7,-436.0,234.24,-493.8,-326.17,-1540.5,,,,,,,,,,,,,0.76,11623.306,207.4164,141.1845245361328,159.26712036132812,132.4676055908203,1151.35558243791,31.966190476190476,124.1402,-0.00361,-0.007625,0.012502780653467,4.2101116076013,3965.51,2097.38,1066.0,987.12,25.57,18.68,1868.13,1920.18,731.76,724.82,0.0,0.00,6.94,1188.42,1491.42,1106.47,295.31,799.42,0.0,11.75,384.94,0.7418902790629065,0.3810892728806674,0.5289054875665425
2025-05-31,1.1347,144.02,0.8224,1.3459,6.5736,69.41,-148.45,-94.51,5.7,-444.06,264.8,-526.96,-357.25,-1705.07,,,,,,,,,,,,,0.86,12311.311,206.1445,167.42288208007812,206.15826416015625,149.22117614746094,723.132241310427,20.46227272727273,122.3421619047619,0.061267,0.061524,-0.0096878572416621,4.1722764544378,4149.85,2157.97,1067.61,1038.35,26.33,25.69,1991.88,1967.7,719.17,711.85,0.0,0.00,7.32,1248.53,1580.74,1162.58,306.92,837.29,0.0,18.37,418.16,0.7354656679782886,0.3654876251461096,0.5200115666831331
2025-06-30,1.1787,144.03,0.7931,1.3732,6.3295,71.62,-147.25,-90.18,8.18,-431.82,248.35,-500.88,-323.1,-1498.01,,,,,,,,,,,,,0.86,12842.581,209.7866,222.58563232421875,288.1604919433594,183.7299652099609,472.512178148921,18.403333333333336,120.59387,0.049246,0.049607,0.014147859666341,4.2405207490669,4157.56,2179.77,1083.91,1042.2,25.05,28.62,1977.78,1966.07,723.19,715.27,0.0,0.00,7.92,1242.89,1595.5,1174.55,319.54,834.31,0.0,20.71,420.95,0.7361642118458164,0.3678353263108638,0.5242906897314771
2025-07-31,1.1415,150.75,0.8123,1.3207,6.5392,69.38,-152.76,-92.65,11.39,-454.96,257.1,-544.78,-343.79,-1663.26,,,,,,,,,,,,,0.95,13007.899,205.5383,134.64071655273438,156.7975311279297,119.74867248535156,554.85,16.381304347826084,120.11269090909092,0.019791,0.021667,-0.0048121173017396,4.2687684454524,4238.91,2191.87,1092.1,1042.17,28.02,29.58,2047.04,1956.34,719.17,710.92,0.0,0.00,8.25,1237.17,1667.46,1178.05,330.48,826.23,0.0,21.33,489.42,0.7064937089945186,0.3676099246552235,0.517083401157373
2025-08-31,1.1686,147.05,0.8005,1.3504,6.3877,65.62,-140.79,-86.92,7.09,-415.45,226.8,-479.55,-312.0,-1433.82,,,,,,,,,,,,,1.01,13347.216,208.4343,138.98846435546875,160.41519165039062,121.7310562133789,575.84,15.75,120.57584285714286,0.024123,0.019066,0.016080979224287,3.9382412465478,4234.49,2183.62,1080.36,1044.22,29.87,29.17,2050.87,1950.2,709.17,700.96,0.0,0.00,8.21,1241.03,1660.67,1175.72,329.04,825.72,0.0,20.97,484.95,0.7079793095557817,0.3636396267049533,0.5156748510446358
2025-09-30,1.1734,147.9,0.7964,1.3446,6.3617,62.05,-140.95,-87.5,0.5,-391.93,206.5,-451.7,-301.0,-1311.57,,,,,,,,,,,,,1.12,13776.274,209.3003,125.86952209472656,141.8061065673828,114.78914642333984,465.310904678215,15.789090909090907,120.0290619047619,0.035626,0.035324,0.0038348545178246,3.8676831606952,4350.81,2251.84,1097.1,1093.11,30.87,30.76,2098.97,2008.88,718.86,709.75,0.0,0.00,9.11,1290.02,1699.79,1224.22,332.02,870.55,0.0,21.65,475.58,0.7202183799175192,0.3578411851379873,0.5175679930863448
2025-10-31,1.1537,153.99,0.8046,1.3152,6.4728,58.29,-139.48,-85.08,-0.11,-383.25,200.4,-465.51,-303.2,-1313.0,,,,,,,,,,,,,1.09,14052.148,208.145,153.4799346923828,166.6230010986328,151.14178466796875,426.213747796827,18.08652173913044,120.7618,0.019284,0.022687,0.0059200013054241,3.6669811353085,4527.23,2329.32,1127.69,1129.97,39.96,31.7,2197.91,2088.33,735.53,726.19,0.0,0.00,9.35,1352.79,1771.6,1265.27,342.95,899.96,0.0,22.36,506.33,0.714196206818695,0.3522096603506151,0.5145132895832552
2025-11-30,1.1598,156.18,0.804,1.3235,6.4392,53.99,-132.32,-80.9,-0.74,-359.23,188.7,-455.87,-294.9,-1235.05,,,,,,,,,,,,,1.16,14091.842,208.1305,103.939208984375,118.0085678100586,88.70289611816406,342.788766101217,19.7695,121.41771666666666,0.001997,0.0013,0.0090234155589546,3.6574868978146,4535.78,2342.58,1138.92,1127.87,46.61,29.18,2193.2,2096.44,754.52,745.67,0.0,0.00,8.86,1341.92,1772.8,1253.94,336.42,897.2,0.0,20.32,518.86,0.7073217509025271,0.3599053633779168,0.516466848039367
2025-12-31,1.1746,156.71,0.7926,1.3475,6.3591,50.56,-121.9,-76.22,-3.43,-337.63,173.3,-427.76,-279.4,-1126.59,,,,,,,,,,,,,1.37,14205.752,208.3793,132.48622131347656,146.3589324951172,123.5346221923828,308.280990542199,15.54818181818182,120.18832272727272,0.001297,-0.000524,-0.0047650977965963,3.48670593098,4460.29,2292.26,1159.07,1073.23,29.5,30.45,2168.04,2049.77,767.77,758.94,0.0,0.00,8.83,1282.0,1726.58,1246.91,345.71,879.58,0.0,21.62,479.67,0.7221848973114482,0.3745639754704186,0.5139262245280016
2026-01-31,1.1851,154.78,0.773,1.3686,6.3026,50.09,-121.6,-74.1,-1.8,-321.83,182.55,-410.51,-281.9,-1148.48,,,,,,,,,,,,,1.44,14523.663,210.1951,168.62986755371094,220.17141723632807,100.22209930419922,410.757946210268,16.17904761904762,119.22981,,,,,4507.99,2298.28,1166.24,1074.89,26.08,31.07,2209.71,2080.03,778.92,770.59,0.0,0.00,8.32,1301.12,1719.7,1246.8,341.94,882.12,0.0,22.74,472.9,0.725010176193522,0.3744753681437286,0.5098236686416785
2026-02-28,1.1812,156.05,0.7693,1.3482,6.3251,51.65,-119.9,-75.71,4.22,-328.39,179.63,-403.36,-277.5,-1140.0,,,,,,,,,,,,,1.4,14630.05,212.6656,119.86540985107422,156.00601196289062,81.2406234741211,383.968181122839,19.207,117.90602105263156,,,,,4574.81,2276.63,1156.03,1054.73,35.95,29.91,2298.19,2077.7,769.81,761.44,0.0,0.00,8.37,1307.89,1738.76,1221.87,340.42,859.92,0.0,21.53,516.9,0.7027249304101774,0.3705106608268759,0.4976447109278855
2026-03-31,1.1553,158.72,0.7995,1.3227,6.4667,47.43,-120.24,-78.93,-4.18,-320.33,151.26,-448.65,-298.67,-1034.79,,,,,,,,,,,,,1.59,13698.189,205.3992,330.17681884765625,319.2039794921875,450.3603515625,269.0760404,25.596818181818183,119.91985454545456,,,,,4372.27,2215.6,1142.96,1001.86,43.05,27.74,2156.67,1969.64,765.64,756.9,0.0,0.00,8.74,1204.0,1705.15,1159.99,331.26,809.73,0.0,19.0,545.16,0.6802861918306307,0.3887207814626022,0.5067390623177433
2026-04-30,1.1731,156.59,0.7814,1.3604,6.3703,47.3,-118.85,-76.68,-4.71,-312.83,146.77,-440.6,-290.48,-974.18,,,,,,,,,,,,,1.62,15012.098,207.9664,250.28366088867188,268.60107421875,305.9411926269531,197.286446075038,19.811904761904763,119.03631818181816,,,,,4600.17,2282.79,1153.47,1057.52,41.74,30.06,2317.38,2037.12,766.07,757.7,0.0,0.00,8.37,1271.04,1813.46,1231.77,350.37,859.72,0.0,21.68,581.69,0.6792374797348715,0.3760554115614201,0.4962403563346572
2026-05-31,1.1659,159.27,0.781,1.3456,6.409,44.64,-117.72,-76.54,-2.98,-307.87,166.76,-456.51,-301.2,-1124.64,,,,,,,,,,,,,1.63,15695.465,208.2543,203.5819854736328,233.49290466308597,215.2461395263672,200.028074115665,17.237142857142857,118.779185,,,,,4774.64,2348.23,1177.21,1089.21,50.85,30.95,2426.41,2115.21,793.57,779.58,0.0,..,..,1321.63,1887.53,1252.97,351.86,879.77,0.0,21.34,634.56,0.6638146148670485,0.375173150656436,0.491812995325302
2026-06-30,1.1422,162.55,0.8084,1.3262,6.5441,43.94,-120.36,-81.42,0.18,-316.9,187.02,-485.6,-329.83,-1274.55,,,,,,,,,,,,,1.67,15582.843,206.4442,179.9416961669922,214.94244384765625,184.83316040039065,187.328222190076,17.90681818181818,120.08344761904762,,,,,4804.59,2369.27,1210.62,1066.31,62.66,29.68,2435.32,2096.76,823.66,807.92,0.0,..,..,1273.1,1923.12,1234.94,355.9,859.92,0.0,19.12,688.18,0.6421544157410874,0.3928251206623552,0.4931263645805365
2026-07-31,1.1527,157.4,0.8075,1.3483,6.4861,42.06,-115.14,-81.31,0.46,-304.34,170.5,-458.3,-330.4,-1173.0,,,,,,,,,,,,,1.83,15662.811,205.8643,167.53224182128906,190.8947906494141,180.69992065429688,194.9068146251245,17.09086956521739,120.59704545454544,,,,,4789.8,2368.25,1210.62,1065.51,60.1,32.03,2421.55,2084.43,826.98,809.26,0.0,..,..,1257.45,1916.06,1231.3,354.02,857.03,0.0,20.25,684.76,0.6426207947559054,0.3967415552453189,0.4944360933650674
2026-08-31,1.1618,159.74,0.8084,1.3549,6.4341,41.06,-113.25,-82.21,1.75,-291.5,166.81,-446.2,-336.7,-1129.86,,,,,,,,,,,,,2.04,16066.436,206.5852,117.9188461303711,130.72189331054688,120.34859466552734,209.964412811387,15.229523809523808,118.865395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
